"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"sona_surveycode";"c_0001";"c_0002";"c_0003";"c_0004";"js_onoff";"consent_participation";"sona_noid";"Alter";"Geschlecht";"Bildungsabschluss";"Berufsstatus";"Berufserfahrung";"ATTARI12_1";"ATTARI12_2";"ATTARI12_3";"ATTARI12_4";"ATTARI12_5";"ATTARI12_6";"ATTARI12_7";"ATTARI12_8";"ATTARI12_9";"ATTARI12_10";"ATTARI12_11";"ATTARI12_12";"GenKI_Erfahrung";"Akzeptanz_O1";"Akzeptanz_O2";"Akzeptanz_O3";"Akzeptanz_S1";"Akzeptanz_S2";"Akzeptanz_S3";"Attention_test";"v_114";"seriousness_check";"consent_data_usage";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6885738";"rts6885739";"rts6885741";"rts6885742";"rts6885743";"rts6901825";"rts6918916";"rts6918933";"rts6918959";"rts6918961";"rts6918972";"rts6918974";"rts6918975";"rts6918979"
"380";"0";"0";"31";"6997800";"-77";"649";"0";"1";"0";"0";"extern";"1";"1";"-77";"25";"2";"5";"2";"3";"4";"2";"4";"2";"5";"4";"2";"1";"2";"2";"3";"2";"4";"4";"3";"4";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"1";"0";"0";"-77";"-77";"c54c7b6f9e902bdf0fa271ed4f077818";"1";"0";"1736181005";"2025-01-06 16:30:05";"2025-01-06 16:40:54";"0000-00-00 00:00:00";"0";"20";"0";"649";"0";"51";"394";"480";"509";"471";"524";"408";"456";"626"
"381";"0";"0";"31";"6997800";"-77";"193";"0";"2";"0";"1";"extern";"1";"1";"-77";"51";"1";"5";"2";"5";"4";"3";"4";"3";"5";"4";"3";"3";"4";"3";"3";"2";"3";"4";"4";"1";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36 OPR/86.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"0";"0";"-77";"-77";"40724e41f0a2a169da5d0b6c86be924b";"1";"0";"1736185857";"2025-01-06 17:50:57";"2025-01-06 17:54:10";"0000-00-00 00:00:00";"0";"9";"0";"193";"0";"31";"63";"137";"155";"130";"160";"88";"111";"182"
"382";"0";"0";"31";"6997800";"-77";"164";"0";"3";"1";"0";"extern";"1";"1";"-77";"48";"2";"5";"2";"5";"5";"4";"3";"4";"4";"4";"4";"3";"3";"4";"3";"3";"3";"-77";"-77";"-77";"1";"1";"1";"3";"2";"1";"1";"Mozilla/5.0 (Linux; Android 10; H8324) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.5481.192 Mobile Safari/537.36 OPR/74.0.3922.70977";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"1";"0";"-77";"-77";"2f61b89a585537413caf16ca074308a7";"1";"0";"1736186172";"2025-01-06 17:56:12";"2025-01-06 17:58:56";"0000-00-00 00:00:00";"0";"9";"0";"164";"0";"32";"55";"105";"144";"100";"147";"74";"94";"155"
"383";"0";"0";"31";"6997800";"-77";"362";"0";"4";"1";"1";"extern";"1";"1";"-77";"59";"2";"4";"2";"5";"1";"5";"2";"5";"1";"1";"5";"4";"1";"5";"1";"5";"3";"-77";"-77";"-77";"1";"2";"2";"2";"2";"1";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"1";"0";"-77";"-77";"e52718416826b9d95019b451635208d0";"1";"0";"1736191157";"2025-01-06 19:19:17";"2025-01-06 19:25:19";"0000-00-00 00:00:00";"0";"16";"0";"362";"0";"67";"106";"232";"284";"177";"314";"126";"154";"332"
"384";"0";"0";"31";"6997800";"-77";"173";"0";"1";"0";"0";"extern";"1";"1";"-77";"49";"1";"4";"2";"4";"3";"4";"2";"3";"1";"3";"4";"5";"1";"3";"1";"5";"2";"4";"2";"2";"-77";"-77";"-77";"2";"2";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6901825,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"1";"1";"0";"-77";"-77";"f54404eaf14f9ef7bcee9e0c342e3444";"1";"0";"1736194278";"2025-01-06 20:11:18";"2025-01-06 20:14:11";"0000-00-00 00:00:00";"0";"9";"0";"173";"0";"45";"72";"125";"146";"118";"153";"92";"110";"161"
"386";"0";"0";"31";"6997800";"-77";"361";"0";"3";"1";"0";"extern";"1";"1";"-77";"41";"1";"3";"2";"5";"5";"2";"4";"2";"4";"3";"2";"1";"4";"2";"4";"1";"2";"-77";"-77";"-77";"4";"4";"4";"3";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"0";"0";"-77";"-77";"4e8ef35d3730ac5ba023b497dfc05b79";"1";"0";"1736233523";"2025-01-07 07:05:23";"2025-01-07 07:11:24";"0000-00-00 00:00:00";"0";"29";"0";"361";"0";"108";"145";"230";"283";"214";"300";"173";"203";"335"
"385";"0";"0";"31";"6997800";"-77";"609";"0";"2";"0";"1";"extern";"1";"1";"-77";"63";"2";"5";"2";"5";"4";"2";"4";"2";"4";"4";"2";"1";"4";"2";"4";"2";"2";"4";"4";"4";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"1";"0";"-77";"-77";"97b28ba8f98cfab766c776c781911a9f";"1";"0";"1736232185";"2025-01-07 06:43:05";"2025-01-07 06:53:14";"0000-00-00 00:00:00";"0";"103";"0";"609";"0";"165";"238";"429";"465";"363";"486";"264";"297";"515"
"392";"0";"0";"31";"6997800";"-77";"216";"0";"1";"0";"0";"extern";"1";"1";"-77";"37";"1";"5";"2";"5";"4";"2";"4";"3";"4";"4";"3";"3";"2";"2";"3";"2";"2";"5";"4";"4";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"1";"1";"0";"-77";"-77";"fd0a2a704570b7feaa1381833719dc91";"1";"0";"1736237859";"2025-01-07 08:17:39";"2025-01-07 08:21:15";"0000-00-00 00:00:00";"0";"17";"0";"216";"0";"50";"76";"137";"161";"131";"176";"93";"124";"197"
"387";"0";"0";"31";"6997800";"-77";"563";"0";"4";"1";"1";"extern";"1";"1";"-77";"54";"2";"5";"2";"5";"2";"2";"4";"3";"4";"2";"2";"2";"4";"3";"2";"2";"2";"-77";"-77";"-77";"2";"1";"1";"4";"2";"1";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"0";"0";"-77";"-77";"e8258a31deed0b2a0c23bed09b78bde8";"1";"0";"1736233856";"2025-01-07 07:10:56";"2025-01-07 07:20:19";"0000-00-00 00:00:00";"0";"51";"0";"563";"0";"126";"238";"445";"476";"402";"514";"342";"376";"542"
"388";"0";"0";"31";"6997800";"-77";"386";"0";"1";"0";"0";"extern";"1";"1";"-77";"25";"2";"4";"2";"3";"4";"1";"5";"1";"5";"4";"1";"1";"5";"1";"4";"1";"3";"5";"5";"4";"-77";"-77";"-77";"4";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"0";"0";"-77";"-77";"18ca8b8f48b8fd55d018ea49c8e8fc2a";"1";"0";"1736234277";"2025-01-07 07:17:57";"2025-01-07 07:24:23";"0000-00-00 00:00:00";"0";"11";"0";"386";"0";"39";"57";"123";"145";"115";"163";"83";"106";"179"
"389";"0";"0";"31";"6997800";"-77";"194";"0";"2";"0";"1";"extern";"1";"1";"-77";"32";"1";"5";"2";"5";"4";"2";"4";"2";"4";"3";"2";"1";"3";"2";"4";"2";"3";"5";"4";"4";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"1";"0";"-77";"-77";"499c816991c75cbc369af3c3f4162d1d";"1";"0";"1736235090";"2025-01-07 07:31:30";"2025-01-07 07:34:44";"0000-00-00 00:00:00";"0";"9";"0";"194";"0";"35";"54";"126";"156";"97";"167";"70";"91";"180"
"390";"0";"0";"31";"6997800";"-77";"667";"0";"3";"1";"0";"extern";"1";"1";"-77";"26";"2";"4";"3";"4";"4";"1";"4";"2";"4";"3";"2";"2";"4";"2";"4";"2";"3";"-77";"-77";"-77";"1";"1";"1";"3";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"1";"0";"-77";"-77";"d7d88a02193ce1ef92d6263335dbfe30";"1";"0";"1736235899";"2025-01-07 07:44:59";"2025-01-07 07:56:06";"0000-00-00 00:00:00";"0";"14";"0";"667";"0";"190";"269";"483";"523";"473";"541";"428";"457";"645"
"391";"0";"0";"31";"6997800";"-77";"257";"0";"4";"1";"1";"extern";"1";"1";"-77";"40";"2";"5";"2";"5";"5";"1";"5";"1";"5";"5";"1";"1";"5";"2";"4";"1";"4";"-77";"-77";"-77";"4";"4";"4";"4";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"1";"0";"-77";"-77";"e0ffd13ce6a45404cfb55375cd055387";"1";"0";"1736236537";"2025-01-07 07:55:37";"2025-01-07 07:59:54";"0000-00-00 00:00:00";"0";"9";"0";"257";"0";"44";"63";"136";"178";"117";"194";"80";"105";"227"
"393";"0";"0";"31";"6997800";"-77";"1032";"0";"2";"0";"1";"extern";"1";"1";"-77";"27";"2";"5";"2";"4";"3";"1";"5";"2";"5";"4";"1";"3";"4";"2";"4";"1";"5";"5";"4";"4";"-77";"-77";"-77";"4";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6918979,6885742,6997799,6997800";"1";"1";"0";"-77";"-77";"4744094d68b28947472b978de240fd6b";"1";"0";"1736238470";"2025-01-07 08:27:50";"2025-01-07 08:45:02";"0000-00-00 00:00:00";"0";"29";"0";"1032";"0";"51";"93";"951";"967";"155";"978";"118";"137";"1020"
"394";"0";"0";"31";"6997800";"-77";"2205";"0";"3";"1";"0";"extern";"1";"1";"-77";"46";"2";"5";"2";"5";"2";"1";"4";"3";"3";"4";"5";"4";"2";"3";"3";"3";"1";"-77";"-77";"-77";"1";"1";"1";"3";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"0";"0";"-77";"-77";"7500e40681544ebbe0886f74e2d7a5c8";"1";"0";"1736239261";"2025-01-07 08:41:01";"2025-01-07 09:17:46";"0000-00-00 00:00:00";"0";"18";"0";"2205";"0";"48";"1789";"1878";"2163";"1866";"2173";"1817";"1839";"2183"
"395";"0";"0";"31";"6997800";"-77";"252";"0";"4";"1";"1";"extern";"1";"1";"-77";"35";"1";"5";"2";"4";"3";"2";"5";"2";"4";"4";"1";"2";"4";"2";"3";"1";"3";"-77";"-77";"-77";"3";"2";"1";"4";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"https://ww2.unipark.de/uc/P_WP_Wesche/d5e7/?a=extern";"0";"0";"-66";"0";"6885739,6885740,6980178,6885739,6885739,6901825,6901825,6901825,6918916,6918916,6918916,6918974,6918974,6918974,6918975,6918975,6918975,6918961,6918961,6918961,6918933,6918933,6918933,6918959,6918959,6918959,6918972,6918972,6918972,6918979,6918979,6918979,6885742,6997799,6997800";"0";"0";"0";"-77";"-77";"d57c650076f91a6f953dc5836f2493d2";"1";"0";"1736239666";"2025-01-07 08:47:46";"2025-01-07 08:51:58";"0000-00-00 00:00:00";"0";"38";"0";"252";"0";"57";"73";"155";"216";"132";"227";"84";"126";"239"
"396";"0";"0";"31";"6997800";"-77";"164";"0";"1";"0";"0";"extern";"1";"1";"-77";"32";"1";"5";"2";"5";"4";"3";"4";"2";"4";"4";"3";"2";"4";"2";"4";"2";"3";"5";"4";"4";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:102.0) Gecko/20100101 Firefox/102.0";"https://ovsoe.sharepoint.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"1";"0";"-77";"-77";"e46d0e0d9cba010898cd406829ea1ff8";"1";"0";"1736240790";"2025-01-07 09:06:30";"2025-01-07 09:09:14";"0000-00-00 00:00:00";"0";"8";"0";"164";"0";"27";"51";"105";"127";"98";"136";"65";"81";"151"
"397";"0";"0";"31";"6997800";"-77";"227";"0";"2";"0";"1";"extern";"1";"1";"-77";"50";"1";"5";"2";"5";"3";"1";"5";"2";"4";"4";"1";"1";"4";"1";"4";"1";"3";"5";"5";"5";"-77";"-77";"-77";"5";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"https://ovsoe.sharepoint.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"1";"1";"0";"-77";"-77";"ea41fa5d738405c98188908c851e0edf";"1";"0";"1736241068";"2025-01-07 09:11:08";"2025-01-07 09:14:55";"0000-00-00 00:00:00";"0";"10";"0";"227";"0";"32";"65";"160";"177";"140";"194";"81";"114";"213"
"398";"0";"0";"31";"6997800";"-77";"243";"0";"3";"1";"0";"extern";"1";"1";"-77";"55";"2";"5";"2";"5";"3";"2";"5";"3";"4";"3";"3";"2";"3";"4";"3";"2";"3";"-77";"-77";"-77";"2";"2";"2";"3";"2";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"0";"0";"-77";"-77";"421e42fa43324f43de80f06101c6db06";"1";"0";"1736242267";"2025-01-07 09:31:07";"2025-01-07 09:35:10";"0000-00-00 00:00:00";"0";"18";"0";"243";"0";"45";"79";"159";"197";"147";"205";"99";"127";"224"
"399";"0";"0";"31";"6997800";"-77";"283";"0";"4";"1";"1";"extern";"1";"1";"-77";"38";"2";"4";"2";"5";"4";"2";"5";"1";"5";"4";"1";"3";"4";"1";"4";"1";"4";"-77";"-77";"-77";"1";"1";"1";"3";"2";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/131.0.2903.125 Version/18.0 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"1";"1";"0";"-77";"-77";"aef3c54d199263c528c8c0d93c0b36e6";"1";"0";"1736242753";"2025-01-07 09:39:13";"2025-01-07 09:43:56";"0000-00-00 00:00:00";"0";"12";"0";"283";"0";"48";"82";"179";"212";"143";"236";"105";"134";"261"
"400";"0";"0";"31";"6997800";"-77";"207";"0";"1";"0";"0";"extern";"1";"1";"-77";"45";"2";"4";"2";"5";"2";"4";"2";"4";"2";"4";"5";"4";"1";"4";"2";"4";"2";"4";"4";"2";"-77";"-77";"-77";"1";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"https://ovsoe.sharepoint.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"1";"0";"-77";"-77";"7c06616766e9003ca38bb1b709706ed7";"1";"0";"1736242856";"2025-01-07 09:40:56";"2025-01-07 09:44:23";"0000-00-00 00:00:00";"0";"12";"0";"207";"0";"32";"73";"143";"170";"134";"183";"91";"114";"192"
"401";"0";"0";"31";"6997800";"-77";"378";"0";"2";"0";"1";"extern";"1";"1";"-77";"26";"2";"5";"2";"3";"4";"3";"3";"2";"4";"3";"4";"1";"1";"2";"2";"1";"5";"5";"2";"3";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"1";"0";"-77";"-77";"af1d48d3dc213f0d36248e1ea71aa43e";"1";"0";"1736243342";"2025-01-07 09:49:02";"2025-01-07 09:55:20";"0000-00-00 00:00:00";"0";"52";"0";"378";"0";"87";"119";"283";"314";"208";"337";"139";"175";"364"
"402";"0";"0";"31";"6997800";"-77";"444";"0";"3";"1";"0";"extern";"1";"1";"-77";"48";"2";"4";"2";"5";"1";"3";"4";"4";"2";"1";"3";"3";"2";"4";"2";"3";"3";"-77";"-77";"-77";"2";"2";"2";"3";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:102.0) Gecko/20100101 Firefox/102.0";"https://ovsoe.sharepoint.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"1";"0";"0";"-77";"-77";"30eb78913d9e17295c2d6f48b0430c91";"1";"0";"1736243928";"2025-01-07 09:58:48";"2025-01-07 10:06:12";"0000-00-00 00:00:00";"0";"47";"0";"444";"0";"76";"166";"340";"382";"325";"396";"250";"275";"426"
"403";"0";"0";"31";"6997800";"-77";"434";"0";"4";"1";"1";"extern";"1";"1";"-77";"35";"1";"5";"2";"5";"4";"2";"4";"1";"4";"4";"2";"1";"4";"2";"4";"1";"3";"-77";"-77";"-77";"4";"4";"1";"3";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"0";"0";"-77";"-77";"423db576c1e09fa646b0d295ef429a7c";"1";"0";"1736245288";"2025-01-07 10:21:28";"2025-01-07 10:28:42";"0000-00-00 00:00:00";"0";"7";"0";"434";"0";"40";"86";"321";"354";"288";"391";"126";"261";"413"
"405";"0";"0";"31";"6997800";"-77";"203";"0";"2";"0";"1";"extern";"1";"1";"-77";"42";"2";"5";"2";"5";"4";"2";"4";"3";"3";"4";"2";"2";"3";"2";"3";"2";"1";"4";"4";"2";"-77";"-77";"-77";"1";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"1";"0";"-77";"-77";"65275867b54a719825a1a2ccb9f544ae";"1";"0";"1736247139";"2025-01-07 10:52:19";"2025-01-07 10:55:42";"0000-00-00 00:00:00";"0";"6";"0";"203";"0";"28";"60";"141";"158";"114";"167";"77";"98";"187"
"407";"0";"0";"31";"6997800";"-77";"214";"0";"4";"1";"1";"extern";"1";"1";"-77";"28";"2";"5";"2";"5";"4";"2";"4";"3";"4";"4";"3";"2";"3";"2";"3";"2";"3";"-77";"-77";"-77";"2";"2";"2";"3";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"https://statics.teams.cdn.office.net/";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"1";"0";"-77";"-77";"0d761d2ab384b300c33d5de4028c882e";"1";"0";"1736249307";"2025-01-07 11:28:27";"2025-01-07 11:32:01";"0000-00-00 00:00:00";"0";"5";"0";"214";"0";"38";"54";"141";"164";"113";"181";"68";"87";"194"
"408";"0";"0";"31";"6997800";"-77";"225";"0";"1";"0";"0";"extern";"1";"1";"-77";"24";"1";"5";"2";"3";"3";"2";"4";"2";"5";"5";"2";"1";"4";"2";"4";"1";"3";"5";"3";"4";"-77";"-77";"-77";"4";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"0";"0";"-77";"-77";"e256dfbb705283d8083dcc4f328ab151";"1";"0";"1736254300";"2025-01-07 12:51:40";"2025-01-07 12:55:25";"0000-00-00 00:00:00";"0";"20";"0";"225";"0";"53";"74";"143";"168";"132";"191";"99";"123";"208"
"409";"0";"0";"31";"6997800";"-77";"339";"0";"2";"0";"1";"extern";"1";"1";"-77";"53";"1";"3";"2";"5";"3";"1";"4";"3";"3";"3";"4";"3";"3";"3";"2";"3";"3";"4";"4";"4";"-77";"-77";"-77";"5";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"1";"0";"-77";"-77";"b80219a6df00b121717026cdeb6a166b";"1";"0";"1736256761";"2025-01-07 13:32:41";"2025-01-07 13:38:20";"0000-00-00 00:00:00";"0";"54";"0";"339";"0";"83";"115";"259";"283";"202";"296";"142";"170";"319"
"410";"0";"0";"31";"6997800";"-77";"420";"0";"3";"1";"0";"extern";"1";"1";"-77";"42";"2";"3";"2";"5";"5";"2";"5";"1";"5";"5";"1";"1";"3";"2";"5";"1";"3";"-77";"-77";"-77";"4";"4";"4";"4";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"1";"0";"-77";"-77";"cb4d5ce45ad80de8607e5d264198b44a";"1";"0";"1736258743";"2025-01-07 14:05:43";"2025-01-07 14:12:43";"0000-00-00 00:00:00";"0";"28";"0";"420";"0";"67";"130";"262";"345";"245";"366";"155";"195";"396"
"411";"0";"0";"31";"6997800";"-77";"242";"0";"4";"1";"1";"extern";"1";"1";"-77";"49";"1";"4";"2";"5";"4";"4";"2";"3";"3";"4";"4";"4";"2";"3";"3";"4";"1";"-77";"-77";"-77";"3";"2";"2";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"1";"1";"0";"-77";"-77";"c5d63db31c042daa759e68d4281ca721";"1";"0";"1736259153";"2025-01-07 14:12:33";"2025-01-07 14:16:35";"0000-00-00 00:00:00";"0";"13";"0";"242";"0";"40";"71";"156";"189";"134";"202";"94";"116";"227"
